FLARE_IDX,CME_IDX,SEP_IDX,Observer,Start Time at Observer (GOES),Start Time at Observer (STIX),Peak Time at Observer (GOES),Peak Time at Observer (STIX),End Time at Observer (GOES),End Time at Observer (STIX),Start Time at 1 AU (GOES),Start Time at 1 AU (STIX),Peak Time at 1 AU (GOES),Peak Time at 1 AU (STIX),End Time at 1 AU (GOES),End Time at 1 AU (STIX),Start Time at the Sun (GOES),Start Time at the Sun (STIX),Peak Time at the Sun (GOES),Peak Time at the Sun (STIX),End Time at the Sun (GOES),End Time at the Sun (STIX),GOES Flare Class,Estimated GOES Flare Class for STIX,GOES HGS LON,GOES HGS LAT,STIX HGS LON,STIX HGS LAT,GOES Distance (AU),STIX Distance (AU),Active Region,IP Radio Bursts
FLARE0286,,,GOES,2024-07-13 12:21:00,,2024-07-13 12:42:00,,2024-07-13 12:58:00,,2024-07-13 12:21:00,,2024-07-13 12:42:00,,2024-07-13 12:58:00,,2024-07-13 12:12:40,,2024-07-13 12:33:40,,2024-07-13 12:49:40,,M5.3,,42.0,-8.0,,,1.0,,13738.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240713.png
FLARE0287,,,GOES,2024-07-13 22:44:00,,2024-07-13 23:01:00,,2024-07-13 23:12:00,,2024-07-13 22:44:00,,2024-07-13 23:01:00,,2024-07-13 23:12:00,,2024-07-13 22:35:40,,2024-07-13 22:52:40,,2024-07-13 23:03:40,,M5.0,,46.0,-5.0,,,1.0,,13738.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240713.png
FLARE0288,,,GOES,2024-07-14 02:23:00,,2024-07-14 02:34:00,,2024-07-14 02:48:00,,2024-07-14 02:23:00,,2024-07-14 02:34:00,,2024-07-14 02:48:00,,2024-07-14 02:14:40,,2024-07-14 02:25:40,,2024-07-14 02:39:40,,X1.2,,39.0,-12.0,,,1.0,,13738.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240714.png
FLARE0289,,,GOES/STIX,2024-07-16 13:11:00,2024-07-16 13:11:32,2024-07-16 13:26:00,2024-07-16 13:23:12,2024-07-16 13:36:00,2024-07-16 14:31:36,2024-07-16 13:11:00,2024-07-16 13:12:03,2024-07-16 13:26:00,2024-07-16 13:23:43,2024-07-16 13:36:00,2024-07-16 14:32:07,2024-07-16 13:02:40,2024-07-16 13:03:43,2024-07-16 13:17:40,2024-07-16 13:15:23,2024-07-16 13:27:40,2024-07-16 14:23:47,X1.9,X2,85.0,-6.0,72.0,-7.0,1.0,0.938,13738.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240716.png
FLARE0290,,,GOES,2024-07-17 06:26:00,,2024-07-17 06:39:00,,2024-07-17 07:01:00,,2024-07-17 06:26:00,,2024-07-17 06:39:00,,2024-07-17 07:01:00,,2024-07-17 06:17:40,,2024-07-17 06:30:40,,2024-07-17 06:52:40,,M5.0,,31.0,-10.0,,,1.0,,13743.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240717.png
FLARE0291,,,STIX,,2024-07-21 14:41:53,,2024-07-21 14:49:53,,2024-07-21 14:52:01,,2024-07-21 14:42:31,,2024-07-21 14:50:31,,2024-07-21 14:52:39,,2024-07-21 14:34:11,,2024-07-21 14:42:11,,2024-07-21 14:44:19,,X1,,,149.0,-8.0,,0.924,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240721.png
FLARE0292,,,GOES/STIX,2024-07-21 23:21:00,2024-07-21 23:22:00,2024-07-21 23:28:00,2024-07-21 23:26:48,2024-07-21 23:34:00,2024-07-22 00:19:00,2024-07-21 23:21:00,2024-07-21 23:22:39,2024-07-21 23:28:00,2024-07-21 23:27:27,2024-07-21 23:34:00,2024-07-22 00:19:39,2024-07-21 23:12:40,2024-07-21 23:14:19,2024-07-21 23:19:40,2024-07-21 23:19:07,2024-07-21 23:25:40,2024-07-22 00:11:19,M3.2,M6,86.0,15.0,87.0,13.0,1.0,0.923,13744.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240721.png
FLARE0293,,,STIX,,2024-07-23 11:52:25,,2024-07-23 12:02:57,,2024-07-23 12:15:33,,2024-07-23 11:53:06,,2024-07-23 12:03:38,,2024-07-23 12:16:14,,2024-07-23 11:44:46,,2024-07-23 11:55:18,,2024-07-23 12:07:54,,M9,,,175.0,-9.0,,0.917,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240723.png
FLARE0294,,,STIX,,2024-07-24 14:26:21,,2024-07-24 14:41:13,,2024-07-24 15:07:41,,2024-07-24 14:27:04,,2024-07-24 14:41:56,,2024-07-24 15:08:24,,2024-07-24 14:18:44,,2024-07-24 14:33:36,,2024-07-24 15:00:04,,X1,,,-169.0,-9.0,,0.913,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240724.png
FLARE0295,,,STIX,,2024-07-24 21:12:05,,2024-07-24 21:35:45,,2024-07-24 22:13:49,,2024-07-24 21:12:48,,2024-07-24 21:36:28,,2024-07-24 22:14:32,,2024-07-24 21:04:28,,2024-07-24 21:28:08,,2024-07-24 22:06:12,,M5,,,-165.0,-9.0,,0.912,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240724.png
FLARE0296,,,STIX,,2024-07-24 23:18:04,,2024-07-24 23:25:04,,2024-07-25 00:44:56,,2024-07-24 23:18:48,,2024-07-24 23:25:48,,2024-07-25 00:45:40,,2024-07-24 23:10:28,,2024-07-24 23:17:28,,2024-07-25 00:37:20,,X7,,,-165.0,-9.0,,0.912,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240724.png
FLARE0297,,,STIX,,2024-07-25 04:50:48,,2024-07-25 04:58:44,,2024-07-25 06:00:08,,2024-07-25 04:51:33,,2024-07-25 04:59:29,,2024-07-25 06:00:53,,2024-07-25 04:43:13,,2024-07-25 04:51:09,,2024-07-25 05:52:33,,X1,,,-164.0,-8.0,,0.911,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240725.png
FLARE0298,CME0199,,STIX,,2024-07-27 04:26:36,,2024-07-27 04:30:20,,2024-07-27 04:31:20,,2024-07-27 04:27:25,,2024-07-27 04:31:09,,2024-07-27 04:32:09,,2024-07-27 04:19:05,,2024-07-27 04:22:49,,2024-07-27 04:23:49,,X1,,,-133.0,-9.0,,0.903,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240727.png
FLARE0299,,,GOES,2024-07-28 01:39:00,,2024-07-28 01:51:00,,2024-07-28 01:53:00,,2024-07-28 01:39:00,,2024-07-28 01:51:00,,2024-07-28 01:53:00,,2024-07-28 01:30:40,,2024-07-28 01:42:40,,2024-07-28 01:44:40,,M7.8,,-11.0,-7.0,,,1.0,,13766.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240728.png
FLARE0300,,,GOES,2024-07-28 01:53:00,,2024-07-28 01:57:00,,2024-07-28 02:01:00,,2024-07-28 01:53:00,,2024-07-28 01:57:00,,2024-07-28 02:01:00,,2024-07-28 01:44:40,,2024-07-28 01:48:40,,2024-07-28 01:52:40,,M9.9,,-10.0,-7.0,,,1.0,,13766.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240728.png
FLARE0301,,,GOES,2024-07-28 10:27:00,,2024-07-28 10:42:00,,2024-07-28 10:54:00,,2024-07-28 10:27:00,,2024-07-28 10:42:00,,2024-07-28 10:54:00,,2024-07-28 10:18:40,,2024-07-28 10:33:40,,2024-07-28 10:45:40,,M7.7,,40.0,-11.0,,,1.0,,13762.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240728.png
FLARE0302,,,STIX,,2024-07-28 14:02:21,,2024-07-28 14:05:41,,2024-07-28 14:09:49,,2024-07-28 14:03:12,,2024-07-28 14:06:32,,2024-07-28 14:10:40,,2024-07-28 13:54:52,,2024-07-28 13:58:12,,2024-07-28 14:02:20,,X1,,,-179.0,13.0,,0.897,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240728.png
FLARE0303,,,GOES,2024-07-29 02:33:00,,2024-07-29 02:37:00,,2024-07-29 02:43:00,,2024-07-29 02:33:00,,2024-07-29 02:37:00,,2024-07-29 02:43:00,,2024-07-29 02:24:40,,2024-07-29 02:28:40,,2024-07-29 02:34:40,,X1.5,,4.0,-5.0,,,1.0,,13766.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240729.png
FLARE0304,,,GOES,2024-07-29 12:47:00,,2024-07-29 12:55:00,,2024-07-29 13:04:00,,2024-07-29 12:47:00,,2024-07-29 12:55:00,,2024-07-29 13:04:00,,2024-07-29 12:38:40,,2024-07-29 12:46:40,,2024-07-29 12:55:40,,M8.7,,50.0,-11.0,,,1.0,,13762.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240729.png
FLARE0305,,,STIX,,2024-07-29 14:05:35,,2024-07-29 14:11:15,,2024-07-29 14:14:59,,2024-07-29 14:06:29,,2024-07-29 14:12:09,,2024-07-29 14:15:53,,2024-07-29 13:58:09,,2024-07-29 14:03:49,,2024-07-29 14:07:33,,M6,,,-154.0,-12.0,,0.892,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240729.png
FLARE0306,,,STIX,,2024-07-29 14:15:47,,2024-07-29 14:17:15,,2024-07-29 14:19:55,,2024-07-29 14:16:41,,2024-07-29 14:18:09,,2024-07-29 14:20:49,,2024-07-29 14:08:21,,2024-07-29 14:09:49,,2024-07-29 14:12:29,,M5,,,-156.0,-12.0,,0.892,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240729.png
FLARE0307,CME0201,,GOES,2024-07-29 19:40:00,,2024-07-29 19:57:00,,2024-07-29 20:10:00,,2024-07-29 19:40:00,,2024-07-29 19:57:00,,2024-07-29 20:10:00,,2024-07-29 19:31:40,,2024-07-29 19:48:40,,2024-07-29 20:01:40,,M6.4,,-87.0,-25.0,,,1.0,,13772.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240729.png
FLARE0308,,,STIX,,2024-07-30 02:55:51,,2024-07-30 03:07:15,,2024-07-30 04:20:19,,2024-07-30 02:56:46,,2024-07-30 03:08:10,,2024-07-30 04:21:14,,2024-07-30 02:48:26,,2024-07-30 02:59:50,,2024-07-30 04:12:54,,M8,,,-146.0,-12.0,,0.89,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240730.png
FLARE0309,CME0202,,GOES,2024-07-30 19:25:00,,2024-07-30 19:38:00,,2024-07-30 20:04:00,,2024-07-30 19:25:00,,2024-07-30 19:38:00,,2024-07-30 20:04:00,,2024-07-30 19:16:40,,2024-07-30 19:29:40,,2024-07-30 19:55:40,,M9.4,,-64.0,-24.0,,,1.0,,13772.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240730.png
FLARE0310,,,GOES/STIX,2024-07-31 06:28:00,2024-07-31 06:36:11,2024-07-31 06:46:00,2024-07-31 06:42:03,2024-07-31 06:58:00,2024-07-31 06:52:11,2024-07-31 06:28:00,2024-07-31 06:37:09,2024-07-31 06:46:00,2024-07-31 06:43:01,2024-07-31 06:58:00,2024-07-31 06:53:09,2024-07-31 06:19:40,2024-07-31 06:28:49,2024-07-31 06:37:40,2024-07-31 06:34:41,2024-07-31 06:49:40,2024-07-31 06:44:49,M7.7,M6,62.0,-15.0,69.0,-16.0,1.0,0.884,13768.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240731.png
FLARE0311,CME0204,,GOES,2024-07-31 12:45:00,,2024-07-31 13:05:00,,2024-07-31 13:26:00,,2024-07-31 12:45:00,,2024-07-31 13:05:00,,2024-07-31 13:26:00,,2024-07-31 12:36:40,,2024-07-31 12:56:40,,2024-07-31 13:17:40,,M6.0,,-55.0,-22.0,,,1.0,,13772.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240731.png
FLARE0312,CME0205,,GOES,2024-07-31 18:07:00,,2024-07-31 18:37:00,,2024-07-31 18:57:00,,2024-07-31 18:07:00,,2024-07-31 18:37:00,,2024-07-31 18:57:00,,2024-07-31 17:58:40,,2024-07-31 18:28:40,,2024-07-31 18:48:40,,M5.4,,71.0,-15.0,,,1.0,,13768.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240731.png
FLARE0313,,,GOES,2024-08-01 01:47:00,,2024-08-01 01:50:00,,2024-08-01 01:54:00,,2024-08-01 01:47:00,,2024-08-01 01:50:00,,2024-08-01 01:54:00,,2024-08-01 01:38:40,,2024-08-01 01:41:40,,2024-08-01 01:45:40,,M6.3,,72.0,-6.0,,,1.0,,13773.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240801.png
FLARE0314,CME0206,,GOES/STIX,2024-08-01 06:23:00,2024-08-01 06:27:11,2024-08-01 07:09:00,2024-08-01 06:34:27,2024-08-01 07:39:00,2024-08-01 06:39:15,2024-08-01 06:23:00,2024-08-01 06:28:12,2024-08-01 07:09:00,2024-08-01 06:35:28,2024-08-01 07:39:00,2024-08-01 06:40:16,2024-08-01 06:14:40,2024-08-01 06:19:52,2024-08-01 07:00:40,2024-08-01 06:27:08,2024-08-01 07:30:40,2024-08-01 06:31:56,M8.2,C9,74.0,-16.0,69.0,-16.0,1.0,0.879,13768.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240801.png
FLARE0315,CME0206,,STIX,,2024-08-01 06:56:07,,2024-08-01 07:04:07,,2024-08-01 07:22:03,,2024-08-01 06:57:08,,2024-08-01 07:05:08,,2024-08-01 07:23:04,,2024-08-01 06:48:48,,2024-08-01 06:56:48,,2024-08-01 07:14:44,,M7,,,69.0,-16.0,,0.879,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240801.png
FLARE0316,,,STIX,,2024-08-01 20:44:55,,2024-08-01 20:51:47,,2024-08-01 21:15:55,,2024-08-01 20:45:57,,2024-08-01 20:52:49,,2024-08-01 21:16:57,,2024-08-01 20:37:37,,2024-08-01 20:44:29,,2024-08-01 21:08:37,,X4,,,-116.0,12.0,,0.876,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240801.png
FLARE0317,,,GOES/STIX,2024-08-02 04:23:00,2024-08-02 04:25:43,2024-08-02 04:55:00,2024-08-02 04:30:47,2024-08-02 05:35:00,2024-08-02 04:33:11,2024-08-02 04:23:00,2024-08-02 04:26:46,2024-08-02 04:55:00,2024-08-02 04:31:50,2024-08-02 05:35:00,2024-08-02 04:34:14,2024-08-02 04:14:40,2024-08-02 04:18:26,2024-08-02 04:46:40,2024-08-02 04:23:30,2024-08-02 05:26:40,2024-08-02 04:25:54,M7.4,M3,88.0,-14.0,81.0,-16.0,1.0,0.874,13768.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240802.png
FLARE0318,,,GOES,2024-08-02 04:23:00,,2024-08-02 04:55:00,,2024-08-02 05:35:00,,2024-08-02 04:23:00,,2024-08-02 04:55:00,,2024-08-02 05:35:00,,2024-08-02 04:14:40,,2024-08-02 04:46:40,,2024-08-02 05:26:40,,M7.3,,-32.0,-23.0,,,1.0,,13768.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240802.png
FLARE0319,,,STIX,,2024-08-02 04:35:55,,2024-08-02 04:48:03,,2024-08-02 05:11:11,,2024-08-02 04:36:58,,2024-08-02 04:49:06,,2024-08-02 05:12:14,,2024-08-02 04:28:38,,2024-08-02 04:40:46,,2024-08-02 05:03:54,,M6,,,80.0,-16.0,,0.874,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240802.png
FLARE0320,,,STIX,,2024-08-02 23:34:59,,2024-08-02 23:42:31,,2024-08-03 00:50:51,,2024-08-02 23:36:04,,2024-08-02 23:43:36,,2024-08-03 00:51:56,,2024-08-02 23:27:44,,2024-08-02 23:35:16,,2024-08-03 00:43:36,,X1,,,-111.0,11.0,,0.87,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240802.png
FLARE0321,,,GOES,2024-08-03 18:29:00,,2024-08-03 18:39:00,,2024-08-03 18:44:00,,2024-08-03 18:29:00,,2024-08-03 18:39:00,,2024-08-03 18:44:00,,2024-08-03 18:20:40,,2024-08-03 18:30:40,,2024-08-03 18:35:40,,M7.3,,-25.0,17.0,,,1.0,,13775.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240803.png
FLARE0322,,,GOES,2024-08-03 19:17:00,,2024-08-03 19:30:00,,2024-08-03 19:43:00,,2024-08-03 19:17:00,,2024-08-03 19:30:00,,2024-08-03 19:43:00,,2024-08-03 19:08:40,,2024-08-03 19:21:40,,2024-08-03 19:34:40,,M5.4,,-88.0,13.0,,,1.0,,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240803.png
FLARE0323,,,STIX,,2024-08-04 17:52:19,,2024-08-04 18:00:11,,2024-08-04 18:20:51,,2024-08-04 17:53:29,,2024-08-04 18:01:21,,2024-08-04 18:22:01,,2024-08-04 17:45:09,,2024-08-04 17:53:01,,2024-08-04 18:13:41,,X1,,,117.0,-17.0,,0.86,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240804.png
FLARE0324,,,STIX,,2024-08-04 23:14:27,,2024-08-05 00:02:35,,2024-08-05 00:38:03,,2024-08-04 23:15:38,,2024-08-05 00:03:46,,2024-08-05 00:39:14,,2024-08-04 23:07:18,,2024-08-04 23:55:26,,2024-08-05 00:30:54,,M8,,,122.0,-17.0,,0.858,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240804.png
FLARE0325,,,GOES,2024-08-05 05:13:00,,2024-08-05 05:23:00,,2024-08-05 05:27:00,,2024-08-05 05:13:00,,2024-08-05 05:23:00,,2024-08-05 05:27:00,,2024-08-05 05:04:40,,2024-08-05 05:14:40,,2024-08-05 05:18:40,,M6.1,,-62.0,-11.0,,,1.0,,13780.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240805.png
FLARE0326,CME0209,,GOES,2024-08-05 13:24:00,,2024-08-05 13:40:00,,2024-08-05 13:54:00,,2024-08-05 13:24:00,,2024-08-05 13:40:00,,2024-08-05 13:54:00,,2024-08-05 13:15:40,,2024-08-05 13:31:40,,2024-08-05 13:45:40,,X1.7,,0.0,0.0,,,1.0,,13767.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240805.png
FLARE0327,CME0209,,STIX,,2024-08-05 13:27:03,,2024-08-05 13:33:47,,2024-08-05 13:37:51,,2024-08-05 13:28:16,,2024-08-05 13:35:00,,2024-08-05 13:39:04,,2024-08-05 13:19:56,,2024-08-05 13:26:40,,2024-08-05 13:30:44,,X3,,,97.0,-13.0,,0.855,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240805.png
FLARE0328,,,GOES,2024-08-05 15:18:00,,2024-08-05 15:27:00,,2024-08-05 15:32:00,,2024-08-05 15:18:00,,2024-08-05 15:27:00,,2024-08-05 15:32:00,,2024-08-05 15:09:40,,2024-08-05 15:18:40,,2024-08-05 15:23:40,,X1.1,,-55.0,-8.0,,,1.0,,13780.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240805.png
FLARE0329,,,STIX,,2024-08-06 01:40:31,,2024-08-06 01:44:35,,2024-08-06 02:23:03,,2024-08-06 01:41:45,,2024-08-06 01:45:49,,2024-08-06 02:24:17,,2024-08-06 01:33:25,,2024-08-06 01:37:29,,2024-08-06 02:15:57,,X1,,,134.0,-18.0,,0.852,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240806.png
FLARE0330,,,GOES,2024-08-07 18:31:00,,2024-08-07 18:54:00,,2024-08-07 19:08:00,,2024-08-07 18:31:00,,2024-08-07 18:54:00,,2024-08-07 19:08:00,,2024-08-07 18:22:40,,2024-08-07 18:45:40,,2024-08-07 18:59:40,,M5.0,,7.0,-7.0,,,1.0,,13777.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240807.png
FLARE0331,,,GOES,2024-08-08 19:01:00,,2024-08-08 19:35:00,,2024-08-08 19:57:00,,2024-08-08 19:01:00,,2024-08-08 19:35:00,,2024-08-08 19:57:00,,2024-08-08 18:52:40,,2024-08-08 19:26:40,,2024-08-08 19:48:40,,X1.3,,23.0,-3.0,,,1.0,,13777.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240808.png
FLARE0332,,,GOES,2024-08-10 02:14:00,,2024-08-10 02:37:00,,2024-08-10 02:52:00,,2024-08-10 02:14:00,,2024-08-10 02:37:00,,2024-08-10 02:52:00,,2024-08-10 02:05:40,,2024-08-10 02:28:40,,2024-08-10 02:43:40,,M5.3,,-1.0,-10.0,,,1.0,,13780.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240810.png
FLARE0333,,,STIX,,2024-08-13 16:08:23,,2024-08-13 16:14:07,,2024-08-13 16:23:55,,2024-08-13 16:10:03,,2024-08-13 16:15:47,,2024-08-13 16:25:35,,2024-08-13 16:01:43,,2024-08-13 16:07:27,,2024-08-13 16:17:15,,M6,,,-144.0,-7.0,,0.799,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240813.png
FLARE0334,,,GOES,2024-08-14 06:00:00,,2024-08-14 06:40:00,,2024-08-14 07:08:00,,2024-08-14 06:00:00,,2024-08-14 06:40:00,,2024-08-14 07:08:00,,2024-08-14 05:51:40,,2024-08-14 06:31:40,,2024-08-14 06:59:40,,X1.1,,-5.0,12.0,,,1.0,,13784.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240814.png
FLARE0335,,,GOES,2024-08-14 15:39:00,,2024-08-14 15:49:00,,2024-08-14 15:57:00,,2024-08-14 15:39:00,,2024-08-14 15:49:00,,2024-08-14 15:57:00,,2024-08-14 15:30:40,,2024-08-14 15:40:40,,2024-08-14 15:48:40,,M5.3,,1.0,14.0,,,1.0,,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240814.png
FLARE0336,,,STIX,,2024-08-14 23:51:35,,2024-08-15 00:01:31,,2024-08-15 00:59:59,,2024-08-14 23:53:21,,2024-08-15 00:03:17,,2024-08-15 01:01:45,,2024-08-14 23:45:01,,2024-08-14 23:54:57,,2024-08-15 00:53:25,,M8,,,-177.0,7.0,,0.789,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240814.png
FLARE0337,,,STIX,,2024-08-17 01:37:19,,2024-08-17 01:54:59,,2024-08-17 02:53:03,,2024-08-17 01:39:13,,2024-08-17 01:56:53,,2024-08-17 02:54:57,,2024-08-17 01:30:53,,2024-08-17 01:48:33,,2024-08-17 02:46:37,,M7,,,108.0,-10.0,,0.772,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240817.png
FLARE0338,,,STIX,,2024-08-20 04:10:47,,2024-08-20 04:32:07,,2024-08-20 05:00:23,,2024-08-20 04:12:54,,2024-08-20 04:34:14,,2024-08-20 05:02:30,,2024-08-20 04:04:34,,2024-08-20 04:25:54,,2024-08-20 04:54:10,,M8,,,113.0,-21.0,,0.745,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240820.png
FLARE0339,,,STIX,,2024-08-20 18:36:43,,2024-08-20 18:43:31,,2024-08-20 19:36:07,,2024-08-20 18:38:53,,2024-08-20 18:45:41,,2024-08-20 19:38:17,,2024-08-20 18:30:33,,2024-08-20 18:37:21,,2024-08-20 19:29:57,,X2,,,120.0,-21.0,,0.74,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240820.png
FLARE0340,,,STIX,,2024-08-20 22:10:03,,2024-08-20 22:14:59,,2024-08-20 23:27:27,,2024-08-20 22:12:14,,2024-08-20 22:17:10,,2024-08-20 23:29:38,,2024-08-20 22:03:54,,2024-08-20 22:08:50,,2024-08-20 23:21:18,,M10,,,122.0,-21.0,,0.739,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240820.png
FLARE0341,,,STIX,,2024-08-21 01:50:07,,2024-08-21 01:58:03,,2024-08-21 01:58:59,,2024-08-21 01:52:18,,2024-08-21 02:00:14,,2024-08-21 02:01:10,,2024-08-21 01:43:58,,2024-08-21 01:51:54,,2024-08-21 01:52:50,,M10,,,124.0,-22.0,,0.737,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240821.png
FLARE0342,,,STIX,,2024-08-21 02:02:07,,2024-08-21 02:03:03,,2024-08-21 02:20:03,,2024-08-21 02:04:18,,2024-08-21 02:05:14,,2024-08-21 02:22:14,,2024-08-21 01:55:58,,2024-08-21 01:56:54,,2024-08-21 02:13:54,,M9,,,124.0,-22.0,,0.737,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240821.png
FLARE0343,,,STIX,,2024-08-21 10:41:55,,2024-08-21 10:46:51,,2024-08-21 11:59:19,,2024-08-21 10:44:08,,2024-08-21 10:49:04,,2024-08-21 12:01:32,,2024-08-21 10:35:48,,2024-08-21 10:40:44,,2024-08-21 11:53:12,,X1,,,128.0,-22.0,,0.734,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240821.png
FLARE0344,,,GOES,2024-08-21 21:59:00,,2024-08-21 22:08:00,,2024-08-21 22:17:00,,2024-08-21 21:59:00,,2024-08-21 22:08:00,,2024-08-21 22:17:00,,2024-08-21 21:50:40,,2024-08-21 21:59:40,,2024-08-21 22:08:40,,M5.1,,-31.0,-3.0,,,1.0,,13796.0,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240821.png
FLARE0345,,,STIX,,2024-08-23 12:03:51,,2024-08-23 12:10:35,,2024-08-23 12:46:31,,2024-08-23 12:06:14,,2024-08-23 12:12:58,,2024-08-23 12:48:54,,2024-08-23 11:57:54,,2024-08-23 12:04:38,,2024-08-23 12:40:34,,M6,,,-138.0,-12.0,,0.714,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240823.png
FLARE0346,,,STIX,,2024-08-23 13:28:35,,2024-08-23 13:30:23,,2024-08-23 13:39:15,,2024-08-23 13:30:58,,2024-08-23 13:32:46,,2024-08-23 13:41:38,,2024-08-23 13:22:38,,2024-08-23 13:24:26,,2024-08-23 13:33:18,,M9,,,156.0,-22.0,,0.714,,https://parker.gsfc.nasa.gov/static_data/crocs/crocs_flux/2024/crocs_flux_20240823.png
